,UserID,CardNumbers,CardType
2332,2332,5390341246359148,American Express
2333,2333,8620747559609006,MASTERCARD
2334,2334,6892276800369667,Discover
2335,2335,6823090644118836,MASTERCARD
2336,2336,6563630644122511,Discover
2337,2337,8039685602552152,VISA
2338,2338,6472924862507783,Discover
2339,2339,9176148072632140,VISA
2340,2340,7878890829432755,American Express
2341,2341,4908227993682638,MASTERCARD
2342,2342,7798867051160411,VISA
2343,2343,4992682094456764,VISA
2344,2344,8722908562931881,American Express
2345,2345,9931149653594059,Discover
2346,2346,8090423555887319,VISA
2347,2347,4661263529766408,American Express
2348,2348,1942100231247703,American Express
2349,2349,6603218665908247,American Express
2350,2350,6432759730779986,MASTERCARD
2351,2351,8205827441718521,American Express
2352,2352,5004613448396554,MASTERCARD
2353,2353,2811282687927013,MASTERCARD
2354,2354,5977175975759118,MASTERCARD
2355,2355,5629911434741366,American Express
2356,2356,9408498853198586,American Express
2357,2357,9955938758400101,MASTERCARD
2358,2358,9611331980140391,Discover
2359,2359,6813666188943377,VISA
2360,2360,8323349090411441,American Express
2361,2361,2063301974150276,American Express
2362,2362,8566560398620603,Discover
2363,2363,8281672394119149,Discover
2364,2364,4220931629797837,American Express
2365,2365,5384961526605524,Discover
2366,2366,9461639665061689,VISA
2367,2367,9685613148908610,MASTERCARD
2368,2368,6602762780830652,Discover
2369,2369,9046791667477980,Discover
2370,2370,9744063143594574,American Express
2371,2371,5825516949096466,Discover
2372,2372,3621796230471332,VISA
2373,2373,2606698568980835,Discover
2374,2374,1944743342926078,American Express
2375,2375,6425356380767952,VISA
2376,2376,6565810761590560,VISA
2377,2377,1043049943499201,American Express
2378,2378,7913288998686319,Discover
2379,2379,6833622391095267,MASTERCARD
2380,2380,1555607501027722,VISA
2381,2381,4947082028876783,VISA
2382,2382,8853310989267097,MASTERCARD
2383,2383,1244457684210244,Discover
2384,2384,4156072470098966,MASTERCARD
2385,2385,6139865253818463,VISA
2386,2386,1398721374322226,Discover
2387,2387,3969663574057908,American Express
2388,2388,4947919772101945,American Express
2389,2389,7468599422063907,American Express
2390,2390,6266704402605395,Discover
2391,2391,4827202262015933,MASTERCARD
2392,2392,1730742384131725,VISA
2393,2393,4378955443431079,VISA
2394,2394,7353440640587502,VISA
2395,2395,2966515847994784,MASTERCARD
2396,2396,2645319323265575,Discover
2397,2397,3687086400807455,American Express
2398,2398,4761126396972193,MASTERCARD
2399,2399,5110903867580775,American Express
2400,2400,6709561814968236,Discover
2401,2401,3111972745153713,MASTERCARD
2402,2402,1427306980370818,VISA
2403,2403,9449638989560383,American Express
2404,2404,7940693503792395,Discover
2405,2405,5169719775024107,MASTERCARD
2406,2406,8471593590536219,Discover
2407,2407,8800963914343711,American Express
2408,2408,1095728681167364,Discover
2409,2409,3104599884016184,Discover
2410,2410,2438558016753151,American Express
2411,2411,1854308020354789,Discover
2412,2412,7972430565486132,MASTERCARD
2413,2413,1151754909363844,Discover
2414,2414,3325575149095768,American Express
2415,2415,6545456952730496,American Express
2416,2416,6096968366851064,Discover
2417,2417,7316019579290858,American Express
2418,2418,5693985956896640,Discover
2419,2419,5008242217864986,MASTERCARD
2420,2420,3089221996059159,American Express
2421,2421,1186544162598209,MASTERCARD
2422,2422,5834624797528505,American Express
2423,2423,7838368099716305,Discover
2424,2424,9833779284196518,VISA
2425,2425,8580858090070418,VISA
2426,2426,5666199379241565,VISA
2427,2427,9169987776928240,Discover
2428,2428,7837115020788640,Discover
2429,2429,6746841724837791,MASTERCARD
2430,2430,5580508290920023,VISA
2431,2431,2925147335441734,American Express
2432,2432,2947778639255526,VISA
2433,2433,6051304513415556,VISA
2434,2434,2549492893545984,Discover
2435,2435,8373188523311452,MASTERCARD
2436,2436,6703178672694712,MASTERCARD
2437,2437,8373768849680602,American Express
2438,2438,7269322239464715,American Express
2439,2439,3589173943741346,Discover
2440,2440,5632044255599415,American Express
2441,2441,1006909204331625,MASTERCARD
2442,2442,7794335090226321,American Express
2443,2443,1750583788041570,VISA
2444,2444,5447587581597220,Discover
2445,2445,5421064056357261,American Express
2446,2446,1611859460877502,American Express
2447,2447,4326914505659719,Discover
2448,2448,2810852399318529,VISA
2449,2449,6187748495013597,Discover
2450,2450,5041588273582682,Discover
2451,2451,5784714679349017,VISA
2452,2452,6644465171471961,American Express
2453,2453,9286678106483617,VISA
2454,2454,3758760829470321,American Express
2455,2455,4926024837713763,Discover
2456,2456,3086326031908469,Discover
2457,2457,6061628036836453,VISA
2458,2458,5800145777229156,Discover
2459,2459,8950941469911998,Discover
2460,2460,3201878162174074,Discover
2461,2461,4902413713912417,MASTERCARD
2462,2462,5082528664405449,American Express
2463,2463,9824108699267672,VISA
2464,2464,5764539055195878,American Express
2465,2465,2531413287012035,MASTERCARD
2466,2466,8289310072770038,MASTERCARD
2467,2467,3804728520541098,Discover
2468,2468,7788314559462128,MASTERCARD
2469,2469,7388710544627083,MASTERCARD
2470,2470,2156171274638546,VISA
2471,2471,3637846091179842,Discover
2472,2472,2470322695904678,American Express
2473,2473,5490682749346049,MASTERCARD
2474,2474,2415222387769907,MASTERCARD
2475,2475,2705380406778215,American Express
2476,2476,2738747935960629,American Express
2477,2477,6294880088475060,MASTERCARD
2478,2478,9899707296014120,Discover
2479,2479,1966216508687859,Discover
2480,2480,8068767723461145,MASTERCARD
2481,2481,1121676652232051,Discover
2482,2482,7614128514116679,Discover
2483,2483,8155148260836073,VISA
2484,2484,2503249159512046,MASTERCARD
2485,2485,1528792246942718,VISA
2486,2486,2748674083477123,MASTERCARD
2487,2487,9117526348614521,VISA
2488,2488,6215379574593133,VISA
2489,2489,4777355795642076,Discover
2490,2490,3439132081191780,VISA
2491,2491,5401501544864509,MASTERCARD
2492,2492,2601563998815568,MASTERCARD
2493,2493,8594894392122457,Discover
2494,2494,3152499691694555,MASTERCARD
2495,2495,7867823914047847,VISA
2496,2496,2398189846448245,MASTERCARD
2497,2497,8137889147406295,American Express
2498,2498,9783665840920105,Discover
2499,2499,6750171601456609,VISA
2500,2500,5113974223831316,MASTERCARD
2501,2501,6324659895929779,VISA
2502,2502,6068976874147231,MASTERCARD
2503,2503,4107740115297326,VISA
2504,2504,9714121614713138,MASTERCARD
2505,2505,7259455230304351,Discover
2506,2506,6794562969851270,MASTERCARD
2507,2507,8958122621501543,American Express
2508,2508,4183198133888235,VISA
2509,2509,1923796453002937,Discover
2510,2510,1172867445637527,VISA
2511,2511,8512980607833333,Discover
2512,2512,5765601527696204,VISA
2513,2513,2577313274979184,American Express
2514,2514,8514379499494082,MASTERCARD
2515,2515,8665462376704403,MASTERCARD
2516,2516,8639052327982357,MASTERCARD
2517,2517,6018360257915063,VISA
2518,2518,3668309726216273,MASTERCARD
2519,2519,6026699862017123,Discover
2520,2520,5953835102005234,American Express
2521,2521,5290824202050123,Discover
2522,2522,6496546579064443,VISA
2523,2523,5378090300671560,MASTERCARD
2524,2524,8858188783332158,VISA
2525,2525,8903238294095282,Discover
2526,2526,5981471127953560,American Express
2527,2527,6483207704947328,Discover
2528,2528,5201476316188780,VISA
2529,2529,4019698254891747,MASTERCARD
2530,2530,7780718747137399,MASTERCARD
2531,2531,8280139209742950,VISA
2532,2532,9245198003560632,MASTERCARD
2533,2533,1629064010079639,American Express
2534,2534,9650830500638598,Discover
2535,2535,5940438956718259,MASTERCARD
2536,2536,4734403099160248,American Express
2537,2537,3132066817211666,American Express
2538,2538,6276725128027000,VISA
2539,2539,2884752724458510,VISA
2540,2540,4925103872849752,American Express
2541,2541,8478739062706527,Discover
2542,2542,6848081083766923,American Express
2543,2543,7371071962693698,Discover
2544,2544,1561693969013405,MASTERCARD
2545,2545,9037041871421297,American Express
2546,2546,6017893711593741,MASTERCARD
2547,2547,4664632125888302,American Express
2548,2548,7562649118201217,Discover
2549,2549,2370048281786828,VISA
2550,2550,7269096138078422,Discover
2551,2551,1771237619451423,Discover
2552,2552,6289800184330564,MASTERCARD
2553,2553,3071657783734992,American Express
2554,2554,1357349258240482,VISA
2555,2555,5970212515341558,MASTERCARD
2556,2556,5625655297186944,Discover
2557,2557,3191370010279344,VISA
2558,2558,1568345679598608,VISA
2559,2559,9022421537281396,MASTERCARD
2560,2560,7920478461474604,American Express
2561,2561,5811093181349660,MASTERCARD
2562,2562,5308489503746601,VISA
2563,2563,3356956333311024,VISA
2564,2564,1512280617145021,Discover
2565,2565,1247298978604420,MASTERCARD
2566,2566,7299901011860881,American Express
2567,2567,1692812924279026,VISA
2568,2568,7559727331544379,American Express
2569,2569,8797222162542479,Discover
2570,2570,7072628569474889,MASTERCARD
2571,2571,6431499257179829,American Express
2572,2572,6839000520408423,American Express
2573,2573,7973169302296649,MASTERCARD
2574,2574,8677195601673140,American Express
2575,2575,2629932676419312,American Express
2576,2576,6264982165373685,MASTERCARD
2577,2577,5005842789268618,MASTERCARD
2578,2578,5106155461222673,VISA
2579,2579,5706022671947818,VISA
2580,2580,7334142725255294,VISA
2581,2581,5992739942382756,VISA
2582,2582,8767721417843632,Discover
2583,2583,7983143456381595,Discover
2584,2584,9928963665064281,American Express
2585,2585,5017939725018592,Discover
2586,2586,3427459558026433,Discover
2587,2587,3152652845416122,American Express
2588,2588,5809463993751842,VISA
2589,2589,4945670942576072,American Express
2590,2590,1873615502082405,VISA
2591,2591,5809703429101845,MASTERCARD
2592,2592,9772430635647821,American Express
2593,2593,8590933426295515,VISA
2594,2594,2593854958198160,Discover
2595,2595,8783135042533832,MASTERCARD
2596,2596,3872993355753317,MASTERCARD
2597,2597,7766792702697179,American Express
2598,2598,7349930015766715,MASTERCARD
2599,2599,5866720922509584,American Express
2600,2600,6969767544734102,Discover
2601,2601,9048701728908739,VISA
2602,2602,2816633192640525,Discover
2603,2603,5618371174383063,VISA
2604,2604,3639413200862310,American Express
2605,2605,3091776716106975,American Express
2606,2606,5045790797395752,MASTERCARD
2607,2607,3103278485370102,American Express
2608,2608,4912311136209635,Discover
2609,2609,7330025085324938,MASTERCARD
2610,2610,9710834811934448,VISA
2611,2611,9303736720919243,Discover
2612,2612,7745434593813829,MASTERCARD
2613,2613,9320345633151890,VISA
2614,2614,7681327173672150,American Express
2615,2615,1127225389266713,Discover
2616,2616,9811770834960305,VISA
2617,2617,9287512090734370,VISA
2618,2618,6608581822350843,Discover
2619,2619,3179689653136105,American Express
2620,2620,9440831016027113,American Express
2621,2621,2692434590962533,Discover
2622,2622,7287365049200738,Discover
2623,2623,7242609765727857,Discover
2624,2624,3942823720172714,MASTERCARD
2625,2625,2248785767614147,MASTERCARD
2626,2626,9845639339750654,VISA
2627,2627,8541400951754324,MASTERCARD
2628,2628,8660044399837435,Discover
2629,2629,6181505791053125,Discover
2630,2630,4852621678094083,VISA
2631,2631,5092921942320257,VISA
2632,2632,3985868047033404,Discover
2633,2633,7570271856709120,MASTERCARD
2634,2634,4039402545388409,VISA
2635,2635,2983266296903910,VISA
2636,2636,6291355777335095,Discover
2637,2637,9633371164498718,American Express
2638,2638,1374515661093300,Discover
2639,2639,8649453534255730,Discover
2640,2640,2623624472632182,Discover
2641,2641,3913152694424686,Discover
2642,2642,3205705002096252,Discover
2643,2643,6763479388734237,MASTERCARD
2644,2644,7103356086845788,Discover
2645,2645,5466409588564572,VISA
2646,2646,9514607523343345,VISA
2647,2647,9987488366593099,VISA
2648,2648,5680529514518856,Discover
2649,2649,6596964200359525,Discover
2650,2650,3359889071515008,American Express
2651,2651,4204973624551522,American Express
2652,2652,2207287141558562,Discover
2653,2653,9898340617306970,Discover
2654,2654,6903693168097174,American Express
2655,2655,1045266383175823,Discover
2656,2656,4175726580853219,VISA
2657,2657,2634067246626243,VISA
2658,2658,6213631003089743,MASTERCARD
2659,2659,9205886845254145,VISA
2660,2660,5106753299134012,VISA
2661,2661,9049508457807414,American Express
2662,2662,6278611154979668,American Express
2663,2663,3789721523297597,American Express
2664,2664,9489579941608794,Discover
2665,2665,2692836536448200,American Express
2666,2666,8476515300547225,VISA
2667,2667,9498851641231683,American Express
2668,2668,8100994540884546,American Express
2669,2669,9168774391342319,VISA
2670,2670,5096041655969827,American Express
2671,2671,3906882152904709,Discover
2672,2672,4552969802934914,MASTERCARD
2673,2673,2308715857160000,MASTERCARD
2674,2674,7785172019766990,MASTERCARD
2675,2675,6634368613312989,Discover
2676,2676,1874421645548035,MASTERCARD
2677,2677,7672308986009163,MASTERCARD
2678,2678,2343130796392247,American Express
2679,2679,7213651321448096,Discover
2680,2680,7373369757665568,American Express
2681,2681,8016942150178525,Discover
2682,2682,8138686077259019,MASTERCARD
2683,2683,6050673980346927,Discover
2684,2684,6883946606306864,MASTERCARD
2685,2685,4003664327539587,VISA
2686,2686,8356587832493429,VISA
2687,2687,1043173292226857,American Express
2688,2688,4703517433931681,VISA
2689,2689,5183834188353365,VISA
2690,2690,7329069700476617,MASTERCARD
2691,2691,8066036782167457,American Express
2692,2692,4206892158204101,Discover
2693,2693,1243685616854742,American Express
2694,2694,8082920346392587,VISA
2695,2695,2655123569854709,Discover
2696,2696,6002766586473855,MASTERCARD
2697,2697,7328402892460749,Discover
2698,2698,3339017686543998,Discover
2699,2699,6876354448756322,Discover
2700,2700,9189169890022672,MASTERCARD
2701,2701,7080225810579662,MASTERCARD
2702,2702,3788329342105581,American Express
2703,2703,9066168436103036,MASTERCARD
2704,2704,6367533058584819,Discover
2705,2705,5186755375143362,VISA
2706,2706,3077277400022641,VISA
2707,2707,3145607626859598,American Express
2708,2708,9781922395373666,MASTERCARD
2709,2709,6608636031021962,VISA
2710,2710,1202291461766771,American Express
2711,2711,8984427695781250,American Express
2712,2712,3456490958191739,Discover
2713,2713,5747413761635577,MASTERCARD
2714,2714,9938270251209095,American Express
2715,2715,7942435899676479,VISA
2716,2716,2116828323198979,Discover
2717,2717,2006211414961419,American Express
2718,2718,9617019060112195,Discover
2719,2719,5967588449334834,Discover
2720,2720,4132144973318132,Discover
2721,2721,8360696395007931,Discover
2722,2722,8354459543558645,Discover
2723,2723,7233662172777559,VISA
2724,2724,5259417169072003,VISA
2725,2725,8696747382767901,American Express
2726,2726,4969364183126537,American Express
2727,2727,9550407692517825,MASTERCARD
2728,2728,2903504571147971,Discover
2729,2729,4990522308225842,American Express
2730,2730,6843531544246687,VISA
2731,2731,4828643819379215,Discover
2732,2732,9686603299201304,American Express
2733,2733,7872621684541785,Discover
2734,2734,3755304040023579,VISA
2735,2735,2094710890171380,American Express
2736,2736,2350790891833348,American Express
2737,2737,9611910231249961,American Express
2738,2738,7197908435626920,MASTERCARD
2739,2739,6603967543251969,MASTERCARD
2740,2740,6434384086006454,VISA
2741,2741,2967090320229275,VISA
2742,2742,1449894004153411,MASTERCARD
2743,2743,5737135789998291,American Express
2744,2744,7791652890991364,Discover
2745,2745,9411197656840545,VISA
2746,2746,5327946082843935,American Express
2747,2747,9618468185661760,Discover
2748,2748,6935650856714496,American Express
2749,2749,5785409410332014,American Express
2750,2750,6294450319494372,MASTERCARD
2751,2751,5647184857293278,Discover
2752,2752,6651585013544683,Discover
2753,2753,8702845411837549,MASTERCARD
2754,2754,5468808102774641,Discover
2755,2755,6337315634854534,VISA
2756,2756,2114163033390827,Discover
2757,2757,8704031592941802,American Express
2758,2758,6521057005894767,MASTERCARD
2759,2759,5301477467933679,Discover
2760,2760,4692858504051414,MASTERCARD
2761,2761,8722565940889018,Discover
2762,2762,4173902940023608,American Express
2763,2763,8254663208403883,American Express
2764,2764,7863929401520754,MASTERCARD
2765,2765,3201226435860667,Discover
2766,2766,8571645631301715,MASTERCARD
2767,2767,6016727873515595,MASTERCARD
2768,2768,4740873385512477,American Express
2769,2769,8368419000757198,American Express
2770,2770,8352893775638821,VISA
2771,2771,8841384843595231,MASTERCARD
2772,2772,4662424060946501,American Express
2773,2773,2244645309533115,MASTERCARD
2774,2774,1841146362982645,VISA
2775,2775,4721912383256851,VISA
2776,2776,8342676743748375,MASTERCARD
2777,2777,8034214635082342,MASTERCARD
2778,2778,8749816743703342,VISA
2779,2779,2522348763829358,MASTERCARD
2780,2780,1497116496905362,VISA
2781,2781,1319454797753211,MASTERCARD
2782,2782,7186159882176578,American Express
2783,2783,6666753707386092,American Express
2784,2784,9925961068888117,VISA
2785,2785,1510364946769159,MASTERCARD
2786,2786,6575006662938361,Discover
2787,2787,7712211331618541,Discover
2788,2788,5700058590146266,Discover
2789,2789,2238634774035003,Discover
2790,2790,9178990116206562,Discover
2791,2791,1152664433226272,MASTERCARD
2792,2792,4580403761279802,American Express
2793,2793,9760154204805825,American Express
2794,2794,7980452672015261,MASTERCARD
2795,2795,7382439721097622,American Express
2796,2796,4654477160955388,VISA
2797,2797,4337710276326383,VISA
2798,2798,8669957947709518,MASTERCARD
2799,2799,7077063083924358,VISA
2800,2800,4946927229625976,VISA
2801,2801,4155883274744218,VISA
2802,2802,5605553678263474,American Express
2803,2803,1300215306318201,Discover
2804,2804,7354737276093780,American Express
2805,2805,9436520205827113,VISA
2806,2806,6144267156855824,American Express
2807,2807,2908063037824934,American Express
2808,2808,6612273954850009,VISA
2809,2809,4336034269521153,American Express
2810,2810,9110235252212357,MASTERCARD
2811,2811,4220099186282025,VISA
2812,2812,5202224835343237,MASTERCARD
2813,2813,3106447701255242,VISA
2814,2814,4115582827714899,VISA
2815,2815,5691973947631435,VISA
2816,2816,7014582614667894,MASTERCARD
2817,2817,6408005903833398,Discover
2818,2818,5350665059353232,MASTERCARD
2819,2819,4194847479901208,Discover
2820,2820,8022824338075098,American Express
2821,2821,4746306125192855,Discover
2822,2822,4993296278623665,Discover
2823,2823,3888961688064622,MASTERCARD
2824,2824,1921620728793754,American Express
2825,2825,4602253874331709,MASTERCARD
2826,2826,5666763521501313,MASTERCARD
2827,2827,3138355774741740,American Express
2828,2828,7089369015094256,VISA
2829,2829,8842018879005032,Discover
2830,2830,2179849972686804,MASTERCARD
2831,2831,6102564187282020,Discover
2832,2832,9333851202648940,Discover
2833,2833,1660105646884727,VISA
2834,2834,3589579759749142,American Express
2835,2835,7208967320147234,MASTERCARD
2836,2836,3636116259658754,MASTERCARD
2837,2837,1112596243289470,VISA
2838,2838,3005472694375933,Discover
2839,2839,4585912931354916,Discover
2840,2840,6832433546672503,VISA
2841,2841,7596213119549430,Discover
2842,2842,3850132720066936,MASTERCARD
2843,2843,5683639538233200,Discover
2844,2844,3661540767004572,MASTERCARD
2845,2845,6562064127661662,MASTERCARD
2846,2846,2010283483508518,American Express
2847,2847,2558010746715956,American Express
2848,2848,5749737398467745,Discover
2849,2849,7512367082195336,MASTERCARD
2850,2850,4312050025351516,Discover
2851,2851,3896139121053678,American Express
2852,2852,9580643368475126,MASTERCARD
2853,2853,8491398049865389,Discover
2854,2854,2192832598519733,MASTERCARD
2855,2855,7708042786997763,Discover
2856,2856,3819319704919131,MASTERCARD
2857,2857,1407222905511223,Discover
2858,2858,6234980721219136,VISA
2859,2859,4365814582279472,American Express
2860,2860,6656571457781044,MASTERCARD
2861,2861,8452904317346989,MASTERCARD
2862,2862,1885907706535603,American Express
2863,2863,7904056585163361,American Express
2864,2864,4810939600898931,VISA
2865,2865,9053309259052831,Discover
2866,2866,2889863966917291,VISA
2867,2867,9494507454758027,American Express
2868,2868,6137695693856310,American Express
2869,2869,8386320704712555,Discover
2870,2870,1147917753358412,American Express
2871,2871,1948951153269837,MASTERCARD
2872,2872,8185545854424341,MASTERCARD
2873,2873,1930854121021117,MASTERCARD
2874,2874,6021812991130327,American Express
2875,2875,7873937975754019,Discover
2876,2876,3790488442764861,Discover
2877,2877,5926836337930874,American Express
2878,2878,9266230626501298,American Express
2879,2879,9431092708342905,Discover
2880,2880,4002425785887510,VISA
2881,2881,7702108194334259,Discover
2882,2882,6645152291413057,MASTERCARD
2883,2883,2598035613851415,MASTERCARD
2884,2884,5078549605768743,VISA
2885,2885,7237232524524104,MASTERCARD
2886,2886,2105334627393575,Discover
2887,2887,5396049221473593,MASTERCARD
2888,2888,1414126324342751,Discover
2889,2889,1852819081994860,VISA
2890,2890,6962869943856861,Discover
2891,2891,8252741548553527,Discover
2892,2892,2157145282697621,VISA
2893,2893,3243409905367818,American Express
2894,2894,6079355421096703,American Express
2895,2895,7982934400572447,VISA
2896,2896,7584291918749563,American Express
2897,2897,4443480802660759,VISA
2898,2898,7817558234662850,Discover
2899,2899,7954631810414478,Discover
2900,2900,6667282476711837,Discover
2901,2901,2538569503959264,MASTERCARD
2902,2902,9441351682257719,MASTERCARD
2903,2903,6885173233832409,Discover
2904,2904,3221503458412547,Discover
2905,2905,2981689214066476,American Express
2906,2906,2953892534515132,VISA
2907,2907,5963126021221805,Discover
2908,2908,8128331875967599,VISA
2909,2909,7886307955940707,Discover
2910,2910,8313235122007557,VISA
2911,2911,6522610189620505,American Express
2912,2912,5381566883904549,MASTERCARD
2913,2913,7716353961740031,American Express
2914,2914,2847898481719316,VISA
2915,2915,3184226078886802,VISA
2916,2916,9871667236533346,American Express
2917,2917,7032855953009322,American Express
2918,2918,8521438708241260,Discover
2919,2919,4609798202184603,MASTERCARD
2920,2920,9256036640278816,VISA
2921,2921,4001470033921881,American Express
2922,2922,4269134474137908,American Express
2923,2923,2638491607842949,MASTERCARD
2924,2924,3882167735172713,Discover
2925,2925,5949396663495498,American Express
2926,2926,3584943318760938,American Express
2927,2927,6476552022179180,MASTERCARD
2928,2928,1519486408568030,MASTERCARD
2929,2929,3743747943828707,VISA
2930,2930,7529863615443973,American Express
2931,2931,6748760413037817,Discover
2932,2932,3101153806157976,MASTERCARD
2933,2933,1163127725386365,Discover
2934,2934,8299836026588466,MASTERCARD
2935,2935,7142087233065736,Discover
2936,2936,7644774153540707,Discover
2937,2937,7083154404045245,Discover
2938,2938,7306944940046752,MASTERCARD
2939,2939,3088193375555653,VISA
2940,2940,2757121776254123,American Express
2941,2941,3359612269128611,American Express
2942,2942,4700703570945255,American Express
2943,2943,7612619318816271,Discover
2944,2944,3381393563741752,American Express
2945,2945,3739502383007277,MASTERCARD
2946,2946,2761499707668439,Discover
2947,2947,4738174263787508,American Express
2948,2948,3186462160693207,VISA
2949,2949,4324721881249667,MASTERCARD
2950,2950,6019389644660153,American Express
2951,2951,1446901477302652,American Express
2952,2952,5391324620854894,MASTERCARD
2953,2953,2165252055524489,VISA
2954,2954,9415932885179393,MASTERCARD
2955,2955,3629948502500413,American Express
2956,2956,7777453576606141,Discover
2957,2957,3782629055962786,VISA
2958,2958,3289212845523988,Discover
2959,2959,2996689643030396,VISA
2960,2960,6179179128250557,Discover
2961,2961,2447111842696165,Discover
2962,2962,3338811326330990,Discover
2963,2963,8171084701475182,VISA
2964,2964,3466208600667788,American Express
2965,2965,2180029104284684,MASTERCARD
2966,2966,6120439294913926,VISA
2967,2967,7769030215368252,MASTERCARD
2968,2968,4518418014530667,Discover
2969,2969,7084029587796168,American Express
2970,2970,6874617689138898,American Express
2971,2971,7778646643804959,Discover
2972,2972,8689294335033858,American Express
2973,2973,7571196197378729,American Express
2974,2974,4818283991655874,MASTERCARD
2975,2975,2007554035376680,MASTERCARD
2976,2976,5544291181309763,MASTERCARD
2977,2977,5391376662365989,American Express
2978,2978,7929694764057974,American Express
2979,2979,5660461462614751,MASTERCARD
2980,2980,6072602545570951,Discover
2981,2981,7543748458712256,VISA
2982,2982,2613539929817322,VISA
2983,2983,8985403212686330,American Express
2984,2984,2941182633825003,Discover
2985,2985,4175521706445819,VISA
2986,2986,5524277998617559,MASTERCARD
2987,2987,8629394828660580,Discover
2988,2988,4844900531415481,American Express
2989,2989,2565891671127066,American Express
2990,2990,6228531024873826,American Express
2991,2991,4933028334532222,American Express
2992,2992,1436041483057754,MASTERCARD
2993,2993,9803986559739674,MASTERCARD
2994,2994,9856320976117012,MASTERCARD
2995,2995,5255824715174039,VISA
2996,2996,9419178834735109,American Express
2997,2997,7544348745766718,MASTERCARD
2998,2998,5609479863119594,VISA
2999,2999,1892162438366332,American Express
3000,3000,2719559191978302,American Express
3001,3001,5127203720921290,MASTERCARD
3002,3002,4942743902859808,American Express
3003,3003,9246534566916632,MASTERCARD
3004,3004,7549561688934856,Discover
3005,3005,6636378649917682,MASTERCARD
3006,3006,7183835433307689,American Express
3007,3007,9474908200793063,Discover
3008,3008,6080630034392882,VISA
3009,3009,8358989410202863,Discover
3010,3010,4010103494788984,MASTERCARD
3011,3011,8798296428253449,Discover
3012,3012,4510147988656133,MASTERCARD
3013,3013,6893398478688405,MASTERCARD
3014,3014,9975586250460761,American Express
3015,3015,1300049349538767,American Express
3016,3016,8917297904843828,Discover
3017,3017,2349590491149073,American Express
3018,3018,6950418394351064,American Express
3019,3019,5495426827181555,American Express
3020,3020,9036684556106571,MASTERCARD
3021,3021,7377109569035178,MASTERCARD
3022,3022,1081367411761495,American Express
3023,3023,6355421015937334,MASTERCARD
3024,3024,2220475595667863,Discover
3025,3025,8269397217401122,VISA
3026,3026,5988571026180294,American Express
3027,3027,1059265286243709,MASTERCARD
3028,3028,1747590276246809,MASTERCARD
3029,3029,5824309389887845,American Express
3030,3030,3173232668882852,VISA
3031,3031,8635029808352806,American Express
3032,3032,8106002062081986,MASTERCARD
3033,3033,4666661242446284,American Express
3034,3034,1893118212983563,MASTERCARD
3035,3035,2667552359183388,VISA
3036,3036,2277436910713869,VISA
3037,3037,2873619427169040,VISA
3038,3038,6893281421438715,Discover
3039,3039,6317790747868828,American Express
3040,3040,4233762631916236,Discover
3041,3041,3505620101064523,VISA
3042,3042,1355706793528552,VISA
3043,3043,2510168343075378,Discover
3044,3044,4099218573507922,Discover
3045,3045,3478941915518914,Discover
3046,3046,6930358183094794,MASTERCARD
3047,3047,1220543259935951,American Express
3048,3048,1859976170161273,MASTERCARD
3049,3049,5186027931521658,VISA
3050,3050,9031452094914797,Discover
3051,3051,7652586541490713,American Express
3052,3052,1930038877507664,Discover
3053,3053,9279913437362040,VISA
3054,3054,2246828411383865,American Express
3055,3055,8406015419930563,VISA
3056,3056,9140328126247309,VISA
3057,3057,3785001216030915,American Express
3058,3058,8678030232140389,VISA
3059,3059,3802383112823447,VISA
3060,3060,8880993760163238,VISA
3061,3061,3893245190556248,VISA
3062,3062,9435607460330943,MASTERCARD
3063,3063,5599669597140953,Discover
3064,3064,6550684384617254,MASTERCARD
3065,3065,8956588132211497,Discover
3066,3066,2072044845611343,American Express
3067,3067,8585810817960070,VISA
3068,3068,6517217317711984,VISA
3069,3069,2303028159923961,American Express
3070,3070,6380456931861646,VISA
3071,3071,9643239821155648,Discover
3072,3072,8835556246419078,American Express
3073,3073,9318583943872705,MASTERCARD
3074,3074,1384808848263153,VISA
3075,3075,1359737642587598,MASTERCARD
3076,3076,2895204550569318,American Express
3077,3077,5926266317711501,MASTERCARD
3078,3078,7373867296023531,VISA
3079,3079,4596580603553612,VISA
3080,3080,6575385217851056,American Express
3081,3081,4383164981094687,American Express
3082,3082,7989046037762330,MASTERCARD
3083,3083,4970848744077028,American Express
3084,3084,5488110988496247,MASTERCARD
3085,3085,7429280070769685,VISA
3086,3086,3416451076672713,Discover
3087,3087,3944110787322561,American Express
3088,3088,1687144693565748,American Express
3089,3089,2229927803126629,MASTERCARD
3090,3090,4944424654906389,MASTERCARD
3091,3091,4484646556859038,American Express
3092,3092,9849142493897671,Discover
3093,3093,3105578896290795,American Express
3094,3094,4541582277498961,MASTERCARD
3095,3095,7943816654871545,American Express
3096,3096,4445994806386828,Discover
3097,3097,3219450405421183,Discover
3098,3098,5731528108416924,Discover
3099,3099,1279839848244869,VISA
3100,3100,9219282378521349,MASTERCARD
3101,3101,9172960844209066,Discover
3102,3102,3183364829826257,MASTERCARD
3103,3103,5103338872333389,VISA
3104,3104,9492621135014298,American Express
3105,3105,6379735791106749,MASTERCARD
3106,3106,9771474551653134,American Express
3107,3107,2436909885354891,American Express
3108,3108,9607847969749283,Discover
